10 200 0.0000000670 4
10010 200 0.0000003980 110
20010 200 0.0000007480 270
30010 200 0.0000009370 254
40010 200 0.0000011380 210
50010 200 0.0000009930 282
60010 200 0.0000014320 475
70010 200 0.0000014510 315
80010 200 0.0000015890 487
90010 200 0.0000015100 310
100010 200 0.0000018160 470
110010 200 0.0000019770 450
120010 200 0.0000024570 640
130010 200 0.0000019590 411
140010 200 0.0000022970 508
150010 200 0.0000024450 628
160010 200 0.0000018990 410
170010 200 0.0000026890 678
180010 200 0.0000026780 658
190010 200 0.0000026080 786
200010 200 0.0000026240 648
210010 200 0.0000027080 704
220010 200 0.0000022150 518
230010 200 0.0000026530 570
240010 200 0.0000031360 890
250010 200 0.0000024150 510
260010 200 0.0000032100 930
270010 200 0.0000028750 650
280010 200 0.0000030840 698
290010 200 0.0000028670 567
300010 200 0.0000033120 802
310010 200 0.0000033910 875
320010 200 0.0000032630 786
330010 200 0.0000037480 1108
340010 200 0.0000038540 704
350010 200 0.0000033230 730
360010 200 0.0000028690 610
370010 200 0.0000039300 954
380010 200 0.0000045570 1170
390010 200 0.0000034750 635
400010 200 0.0000042880 1218
410010 200 0.0000044740 1050
420010 200 0.0000037350 754
430010 200 0.0000040130 986
440010 200 0.0000044060 1104
450010 200 0.0000051440 1111
460010 200 0.0000040980 1004
470010 200 0.0000103470 786
480010 200 0.0000050870 1147
490010 200 0.0000043540 710
500010 200 0.0000045740 868
510010 200 0.0000046840 928
520010 200 0.0000051460 890
530010 200 0.0000052490 754
540010 200 0.0000103310 1255
550010 200 0.0000047550 930
560010 200 0.0000050070 1254
570010 200 0.0000053770 1495
580010 200 0.0000136680 890
590010 200 0.0000065910 954
600010 200 0.0000090780 935
610010 200 0.0000069290 830
620010 200 0.0000074020 1428
630010 200 0.0000168930 1162
640010 200 0.0000067170 810
650010 200 0.0000072330 1180
660010 200 0.0000066310 1478
670010 200 0.0000076320 887
680010 200 0.0000052590 1035
690010 200 0.0000055820 1111
700010 200 0.0000052620 1115
710010 200 0.0000060070 1047
720010 200 0.0000052220 907
730010 200 0.0000067260 1548
740010 200 0.0000061000 1270
750010 200 0.0000053770 920
760010 200 0.0000066590 1370
770010 200 0.0000050790 882
780010 200 0.0000056950 1204
790010 200 0.0000062480 1467
800010 200 0.0000069610 1668
810010 200 0.0000054210 910
820010 200 0.0000061800 986
830010 200 0.0000062490 1000
840010 200 0.0000059670 955
850010 200 0.0000079770 1770
860010 200 0.0000070680 1608
870010 200 0.0000069750 1387
880010 200 0.0000080330 1104
890010 200 0.0000071930 1704
900010 200 0.0000067380 1307
910010 200 0.0000076220 1802
920010 200 0.0000064910 1288
930010 200 0.0000075380 1678
940010 200 0.0000068860 1050
950010 200 0.0000067590 1335
960010 200 0.0000072840 1570
970010 200 0.0000080410 1755
980010 200 0.0000088600 1890
990010 200 0.0000088610 1975
1000010 200 0.0000067510 1010
1010010 200 0.0000085790 1995
1020010 200 0.0000080670 1930
1030010 200 0.0000083170 1815
1040010 200 0.0000141450 1650
1050010 200 0.0000232080 1435
1060010 200 0.0000078020 1170
