10 200 0.0000000910 9
10010 200 0.0000002710 39
20010 200 0.0000002890 42
30010 200 0.0000003090 42
40010 200 0.0000003380 45
50010 200 0.0000003010 45
60010 200 0.0000003000 45
70010 200 0.0000003300 48
80010 200 0.0000003170 48
90010 200 0.0000004470 48
100010 200 0.0000003480 48
110010 200 0.0000003660 48
120010 200 0.0000003830 48
130010 200 0.0000003430 48
140010 200 0.0000003680 51
150010 200 0.0000003780 51
160010 200 0.0000003550 51
170010 200 0.0000003750 51
180010 200 0.0000003680 51
190010 200 0.0000003400 51
200010 200 0.0000003600 51
210010 200 0.0000003790 51
220010 200 0.0000003370 51
230010 200 0.0000003770 51
240010 200 0.0000003460 51
250010 200 0.0000003540 51
260010 200 0.0000003490 51
270010 200 0.0000003910 54
280010 200 0.0000004000 54
290010 200 0.0000003880 54
300010 200 0.0000003930 54
310010 200 0.0000003890 54
320010 200 0.0000003770 54
330010 200 0.0000003680 54
340010 200 0.0000004050 54
350010 200 0.0000003900 54
360010 200 0.0000003630 54
370010 200 0.0000003970 54
380010 200 0.0000004110 54
390010 200 0.0000004160 54
400010 200 0.0000003820 54
410010 200 0.0000003930 54
420010 200 0.0000004000 54
430010 200 0.0000003920 54
440010 200 0.0000003930 54
450010 200 0.0000003990 54
460010 200 0.0000003880 54
470010 200 0.0000005290 54
480010 200 0.0000003970 54
490010 200 0.0000004270 54
500010 200 0.0000004820 54
510010 200 0.0000004130 54
520010 200 0.0000004450 54
530010 200 0.0000005000 57
540010 200 0.0000005280 57
550010 200 0.0000004410 57
560010 200 0.0000004210 57
570010 200 0.0000004130 57
580010 200 0.0000006190 57
590010 200 0.0000004510 57
600010 200 0.0000005310 57
610010 200 0.0000004760 57
620010 200 0.0000004640 57
630010 200 0.0000006120 57
640010 200 0.0000004490 57
650010 200 0.0000004740 57
660010 200 0.0000004700 57
670010 200 0.0000004570 57
680010 200 0.0000004410 57
690010 200 0.0000004510 57
700010 200 0.0000004380 57
710010 200 0.0000004680 57
720010 200 0.0000004700 57
730010 200 0.0000004440 57
740010 200 0.0000004670 57
750010 200 0.0000004690 57
760010 200 0.0000004860 57
770010 200 0.0000004550 57
780010 200 0.0000004370 57
790010 200 0.0000004460 57
800010 200 0.0000004560 57
810010 200 0.0000004540 57
820010 200 0.0000004700 57
830010 200 0.0000004790 57
840010 200 0.0000004490 57
850010 200 0.0000004810 57
860010 200 0.0000004620 57
870010 200 0.0000004400 57
880010 200 0.0000004730 57
890010 200 0.0000004370 57
900010 200 0.0000004290 57
910010 200 0.0000004460 57
920010 200 0.0000004580 57
930010 200 0.0000004520 57
940010 200 0.0000004530 57
950010 200 0.0000004410 57
960010 200 0.0000005120 57
970010 200 0.0000004540 57
980010 200 0.0000004520 57
990010 200 0.0000004510 57
1000010 200 0.0000004420 57
1010010 200 0.0000004430 57
1020010 200 0.0000004460 57
1030010 200 0.0000004520 57
1040010 200 0.0000005330 57
1050010 200 0.0000005040 60
1060010 200 0.0000004570 60
1070010 200 0.0000004880 60
