10 200 0.0000000930 5
10010 200 0.0000002320 19
20010 200 0.0000003830 21
30010 200 0.0000002620 22
40010 200 0.0000004000 22
50010 200 0.0000002990 23
60010 200 0.0000003220 23
70010 200 0.0000003230 23
80010 200 0.0000003460 24
90010 200 0.0000003130 24
100010 200 0.0000002800 24
110010 200 0.0000002760 24
120010 200 0.0000002740 24
130010 200 0.0000002800 25
140010 200 0.0000003040 25
150010 200 0.0000003010 25
160010 200 0.0000003040 25
170010 200 0.0000003300 25
180010 200 0.0000002950 25
190010 200 0.0000003070 25
200010 200 0.0000006600 26
210010 200 0.0000002940 26
220010 200 0.0000003150 26
230010 200 0.0000003320 26
240010 200 0.0000003190 26
250010 200 0.0000003100 26
260010 200 0.0000003220 26
270010 200 0.0000003000 26
280010 200 0.0000003370 26
290010 200 0.0000003220 26
300010 200 0.0000003270 26
310010 200 0.0000003110 26
320010 200 0.0000003610 27
330010 200 0.0000003340 27
340010 200 0.0000003510 27
350010 200 0.0000003100 27
360010 200 0.0000003590 27
370010 200 0.0000003180 27
380010 200 0.0000003340 27
390010 200 0.0000003210 27
400010 200 0.0000003540 27
410010 200 0.0000003360 27
420010 200 0.0000003350 27
430010 200 0.0000003380 27
440010 200 0.0000003330 27
450010 200 0.0000003510 27
460010 200 0.0000003700 27
470010 200 0.0000003380 27
480010 200 0.0000003590 27
490010 200 0.0000003560 27
500010 200 0.0000003630 27
510010 200 0.0000003520 27
520010 200 0.0000003810 28
530010 200 0.0000003440 28
540010 200 0.0000003810 28
550010 200 0.0000003770 28
560010 200 0.0000003610 28
570010 200 0.0000004260 28
580010 200 0.0000003670 28
590010 200 0.0000003940 28
600010 200 0.0000003680 28
610010 200 0.0000003950 28
620010 200 0.0000003830 28
630010 200 0.0000003960 28
640010 200 0.0000004060 28
650010 200 0.0000003660 28
660010 200 0.0000003910 28
670010 200 0.0000003920 28
680010 200 0.0000003930 28
690010 200 0.0000003560 28
700010 200 0.0000004330 28
710010 200 0.0000005260 28
720010 200 0.0000003780 28
730010 200 0.0000003680 28
740010 200 0.0000003600 28
750010 200 0.0000003810 28
760010 200 0.0000003890 28
770010 200 0.0000003840 28
780010 200 0.0000003880 28
790010 200 0.0000003880 28
800010 200 0.0000004310 28
810010 200 0.0000003800 28
820010 200 0.0000003900 28
